ID;DES_FUNDAMENTO;DES_EMENTA
660;"""Artigos 217, inciso II, e 222, inciso VII, al¡nea """"b"""", e ?2§ da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";"""C“njuge separado de fato com percep‡?o de pens?o aliment¡cia estabelecida judicialmente. ?bito ocorrido sem que o(a) servidor(a) tenha vertido 18 contribui‡?es mensais, decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho."
661;Artigos 217, inciso II, e 222, inciso III, e ?2§ da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15;C“njuge separado de fato com percep‡?o de pens?o aliment¡cia estabelecida judicialmente. ?bito ocorrido sem que o(a) servidor(a) tenha vertido 18 contribui‡?es mensais, decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho.
662;"""Artigos 217, inciso II, e 222, inciso VII, al¡nea """"a"""" da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";C“njuge separado de fato com percep‡?o de pens?o aliment¡cia estabelecida judicialmente. ?bito ocorrido sem que o(a) servidor(a) tenha vertido 18 contribui‡?es mensais, N?O decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabal
663;"""Artigos 217, inciso II, e 222, inciso VII, al¡nea """"b"""", e ? 2§ da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";"""C“njuge separado de fato com percep‡?o de pens?o aliment¡cia estabelecida judicialmente. Casamento iniciado em menos de 2 anos antes do ¢bito. ?bito decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Benefici rio N?O IN"
664;Artigos 217, inciso II, e 222, inciso III, e ? 2§ da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15;C“njuge separado de fato com percep‡?o de pens?o aliment¡cia estabelecida judicialmente. Casamento iniciado em menos de 2 anos antes do ¢bito. ?bito decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Benefici rio inv lid
665;"""Artigos 217, inciso II, e 222, inciso VII, al¡nea """"a"""" da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";C“njuge separado de fato com percep‡?o de pens?o aliment¡cia estabelecida judicialmente. Casamento iniciado em menos de 2 anos antes do ¢bito. ?bito N?O decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Perda da qualida
666;"""Artigos 217, inciso II, e 222, inciso VII, al¡nea """"b"""" da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";"""C“njuge separado de fato com percep‡?o de pens?o aliment¡cia estabelecida judicialmente com casamento iniciado h  2 anos ou mais e vertidas 18 contribui‡?es mensais pelo(a) servidor(a) na data do ¢bito. Benefici rio N?O INV?LIDO ou deficiente. Perda da q"
667;Artigos 217, inciso II, e 222, inciso III da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15;C“njuge separado de fato com percep‡?o de pens?o aliment¡cia estabelecida judicialmente com casamento iniciado h  2 anos ou mais e vertidas 18 contribui‡?es mensais pelo(a) servidor(a) na data do ¢bito. Benefici rio inv lido ou deficiente. Perda da qualid
668;"""Artigos 217, inciso III, e 222, inciso VII, al¡nea """"b"""", e ?2§ da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";"""Companheiro(a) que comprove uni?o est vel como entidade familiar. ?bito ocorrido sem que o(a) servidor(a) tenha vertido 18 contribui‡?es mensais, decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Benefici rio N?O INV?L"
669;Artigos 217, inciso III, e 222, inciso III, e ?2§ da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15;Companheiro(a) que comprove uni?o est vel como entidade familiar. ?bito ocorrido sem que o(a) servidor(a) tenha vertido 18 contribui‡?es mensais, decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Benefici rio inv lido o
670;"""Artigos 217, inciso III, e 222, inciso VII, al¡nea """"a"""" da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";Companheiro(a) que comprove uni?o est vel como entidade familiar. ?bito ocorrido sem que o(a) servidor(a) tenha vertido 18 contribui‡?es mensais, N?O decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Perda da qualidade
671;"""Artigos 217, inciso III, e 222, inciso VII, al¡nea """"b"""", e ? 2§ da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";"""Companheiro(a) que comprove uni?o est vel como entidade familiar. Uni?o iniciada em menos de 2 anos antes do ¢bito. ?bito decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Benefici rio N?O INV?LIDO ou deficiente. Perda"
672;Artigos 217, inciso III, e 222, inciso III, e ? 2§ da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15;Companheiro(a) que comprove uni?o est vel como entidade familiar. Uni?o iniciada em menos de 2 anos antes do ¢bito. ?bito decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Benefici rio inv lido ou deficiente. Perda da q
673;"""Artigos 217, inciso III, e 222, inciso VII, al¡nea """"a"""" da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";Companheiro(a) que comprove uni?o est vel como entidade familiar. Uni?o iniciada em menos de 2 anos antes do ¢bito. ?bito N?O decorrente de acidente de qualquer natureza ou de doen‡a profissional ou do trabalho. Perda da qualidade de benefici rio com o de
674;"""Artigos 217, inciso III, e 222, inciso VII, al¡nea """"b"""" da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";"""Companheiro(a) que comprove uni?o est vel como entidade familiar com uni?o iniciada h  2 anos ou mais e vertidas 18 contribui‡?es mensais pelo(a) servidor(a) na data do ¢bito. Benefici rio N?O INV?LIDO ou deficiente. Perda da qualidade de benefici rio co"
675;Artigos 217, inciso III, e 222, inciso III da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15;Companheiro(a) que comprove uni?o est vel como entidade familiar com uni?o iniciada h  2 anos ou mais e vertidas 18 contribui‡?es mensais pelo(a) servidor(a) na data do ¢bito. Benefici rio inv lido ou deficiente. Perda da qualidade de benefici rio com a c
676;"""Artigos 217, inciso IV, al¡nea """"a"""", e 222, inciso IV, da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";Filho(a) menor de vinte e um anos.
677;"""Artigos 217, inciso IV, al¡nea """"b"""", e 222, inciso III, da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";Filho(a) inv lido(a), enquanto durar a invalidez.
678;"""Artigos 217, inciso IV, al¡nea """"d"""", e 222, inciso III, da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";Filho(a) que tenha deficiˆncia intelectual ou mental que o(a) torne absoluta ou relativamente incapaz, enquanto durar a interdi‡?o.
679;"""Artigos 217, inciso IV, al¡nea """"c"""", e 222, inciso III, da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";Filho(a) com deficiˆncia grave, enquanto durar a deficiˆncia.
680;Artigo 217, inciso V, da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15;Pais que comprovem dependˆncia econ“mica do servidor.
681;"""Artigo 217, inciso IV, al¡nea """"a"""", e inciso VI, e artigo 222, inciso IV da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";Irm?o(?) menor de vinte e um anos que comprove dependˆncia econ“mica do(a) servidor(a).
682;"""Artigo 217, inciso IV, al¡nea """"b"""", e inciso VI, e artigo 222, inciso III da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";Irm?o(?) inv lido(a) que comprove dependˆncia econ“mica do(a) servidor(a), enquanto durar a invalidez.
683;"""Artigo 217, inciso IV, al¡nea """"d"""", e inciso VI, e artigo 222, inciso III da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";Irm?o(?) que tenha deficiˆncia intelectual ou mental que o(a) torne absoluta ou relativamente incapaz e que comprove dependˆncia econ“mica do(a) servidor(a), enquanto durar a interdi‡?o.
684;"""Artigo 217, inciso IV, al¡nea """"c"""", e inciso VI, e artigo 222, inciso III da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";Irm?o(?) com deficiˆncia grave que comprove dependˆncia econ“mica do(a) servidor(a), enquanto durar a deficiˆncia.
685;"""Artigos 217, inciso IV, al¡nea """"a"""", ? 3§, e 222, inciso IV, da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";Enteado(a), menor de vinte e um anos, equiparado(a) a filho(a) mediante declara‡?o do(a) servidor(a) e desde que comprovada dependˆncia econ“mica.
686;"""Artigos 217, inciso IV, al¡nea """"b"""", ? 3§, e 222, inciso III, da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";Enteado(a) inv lido(a), equiparado(a) a filho(a) mediante declara‡?o do(a) servidor(a) e desde que comprovada dependˆncia econ“mica, enquanto durar a invalidez.
687;"""Artigos 217, inciso IV, al¡nea """"d"""", ? 3§, e 222, inciso III, da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";Enteado(a) que tenha deficiˆncia intelectual ou mental que o(a) torne absoluta ou relativamente incapaz, equiparado(a) a filho(a) mediante declara‡?o do(a) servidor(a) e desde que comprovada dependˆncia econ“mica, enquanto durar a interdi‡?o.
688;"""Artigos 217, inciso IV, al¡nea """"c"""", ? 3§, e 222, inciso III, da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";Enteado(a) com deficiˆncia grave, equiparado(a) a filho(a) mediante declara‡?o do(a) servidor(a) e desde que comprovada dependˆncia econ“mica, enquanto durar a deficiˆncia.
689;"""Artigos 217, inciso IV, al¡nea """"a"""", ? 3§, e 222, inciso IV, da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";Menor tutelado(a), menor de vinte e um anos, equiparado(a) a filho(a) mediante declara‡?o do(a) servidor(a) e desde que comprovada dependˆncia econ“mica.
690;"""Artigos 217, inciso IV, al¡nea """"b"""", ? 3§, e 222, inciso III, da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";Menor tutelado(a) inv lido(a), equiparado(a) a filho(a) mediante declara‡?o do(a) servidor(a) e desde que comprovada dependˆncia econ“mica, enquanto durar a invalidez.
691;"""Artigos 217, inciso IV, al¡nea """"d"""", ? 3§, e 222, inciso III, da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";Menor tutelado(a) que tenha deficiˆncia intelectual ou mental que o(a) torne absoluta ou relativamente incapaz, equiparado(a) a filho(a) mediante declara‡?o do(a) servidor(a) e desde que comprovada dependˆncia econ“mica, enquanto durar a interdi‡?o.
692;"""Artigos 217, inciso IV, al¡nea """"c"""", ? 3§, e 222, inciso III, da Lei n§ 8.112/90, na reda‡?o da Lei n§ 13.135/15""";Menor tutelado(a) com deficiˆncia grave, equiparado(a) a filho(a) mediante declara‡?o do(a) servidor(a) e desde que comprovada dependˆncia econ“mica, enquanto durar a deficiˆncia.
694;Artigo 40, ?? 1§, inciso II, 3§, 8§ e 17 da CRFB, na reda‡?o da Emenda Constitucional n§ 88/15, c/c artigo 2§, inciso I, da Lei Complementar n§ 152/15 e artigos 46 e 51 da Lei Complementar n§ 769/08.;Constitui‡?o na reda‡?o da EC 88/15 c/c a LC n§ 152/15. Aposentadoria compuls¢ria de servidor efetivo, aos 75 anos de idade. Proventos proporcionais. C lculo pela m‚dia, sem paridade.
695;Artigo 40, ?? 1§, inciso II, 3§, 8§ e 17 da CRFB, na reda‡?o da Emenda Constitucional n§ 88/15, c/c artigo 2§, inciso V, da Lei Complementar n§ 152/15 e artigos 46 e 51 da Lei Complementar n§ 769/08.;Constitui‡?o na reda‡?o da EC 88/15 c/c a LC n§ 152/15. Aposentadoria compuls¢ria de membro do Tribunal de Contas, aos 75 anos de idade. Proventos proporcionais. C lculo pela m‚dia, sem paridade.
696;Artigo 40, ?? 1§, inciso II, 3§, 8§ e 17 da CRFB, na reda‡?o da Emenda Constitucional n§ 88/15, c/c artigo 2§, inciso I, da Lei Complementar n§ 152/15 e artigos 1§ e 15 da Lei n§ 10.887/2004.;Constitui‡?o na reda‡?o da EC 88/15 c/c a LC n§ 152/15. Aposentadoria compuls¢ria de servidor p£blico policial, aos 75 anos de idade. Proventos proporcionais. C lculo pela m‚dia, sem paridade.
697;Artigos 7§, caput, e 9§ da Lei n§ 3.765/1960.;Pens?o militar correspondente ao valor da remunera‡?o ou dos proventos.
698;Artigo 40, ? 1§, inciso I, in fine, e ? 3§, da CRFB, na reda‡?o da Emenda Constitucional n§ 20/98 e artigos 186 e 189 da Lei n§ 8.112/90, combinados com os artigos 3§ e 7§ da Emenda Constitucional n§ 41/03;Constitui‡?o na reda‡?o da EC 41/03. Aposentadoria por mol‚stia profissional. Proventos integrais, calculados pela £ltima remunera‡?o. Paridade. Ingresso no servi‡o p£blico at‚ 31/12/03. Requisitos implementados a partir de 31/12/03. Decis?o TCDF n§ 5859/
700;Lei n§ 701/94;Filho(a) maior inv lido(a)
701;Artigos 88, inciso II, 95, inciso II, 97, inciso VI, 100, inciso II, e 138 da Lei n§ 7.479/86, c/c o artigo 20, ? 1§, inciso II, e ? 4§, e 25 da Lei n§ 10.486/02.;?bito ocorrido entre a inspe‡?o de sa£de e a efetiva‡?o da reforma. Incapacidade definitiva de pra‡a sem estabilidade assegurada (menos de 10 anos de efetivo exerc¡cio), decorrente de acidente ou doen‡a, mol‚stia ou enfermidade, sem rela‡?o de causa e efe
702;Artigos 60, 88, inciso II, 95, inciso II, 97, inciso V, e 138 da Lei n§ 7.479/86, combinados com os artigos 20, ?? 1§, inciso I, e 4§ da Lei n§ 10.486/02.;?bito ocorrido entre a inspe‡?o de sa£de e a efetiva‡?o da reforma. Incapacidade definitiva decorrente de mol‚stia profissional, doen‡a grave, contagiosa ou incur vel (especificada em lei), desde que n?o torne o militar total ou permanentemente inv lido p
703;"""Artigos 60,""""caput"""", 88, inciso II, 95, inciso II, 97, inciso VI, e 138 da Lei n§ 7.479/86, combinados com os artigos 20, ?? 1§, inciso I, e 4§, e 25 da Lei n§ 10.486/02.""";?bito ocorrido entre a inspe‡?o de sa£de e a efetiva‡?o da reforma. Incapacidade definitiva decorrente de acidente ou doen‡a, mol‚stia ou enfermidade, sem rela‡?o de causa e efeito com o servi‡o. Militar com 30 anos ou mais de servi‡o. Proventos integrais
704;Artigos 88, inciso II, 95, inciso II, 97, inciso I, e 138 da Lei n§ 7.479/86, combinados com os artigos 20, ?? 1§, inciso I, e 4§, e 24, inciso I, da Lei n§ 10.486/02.;?bito ocorrido entre a inspe‡?o de sa£de e a efetiva‡?o da reforma. Incapacidade definitiva decorrente de ferimento recebido em atividades pr¢prias dos bombeiros militares ou na manuten‡?o da ordem p£blica. Proventos integrais, calculados com base na remu
705;Artigos 88, inciso II, 95, inciso II, 97, inciso II, e 138 da Lei n§ 7.479/86, combinados com os artigos 20, ? 1§, inciso I, e 4§, e 24, inciso I, da Lei n§ 10.486/02.;?bito ocorrido entre a inspe‡?o de sa£de e a efetiva‡?o da reforma. Incapacidade definitiva decorrente de enfermidade contra¡da em atividades pr¢prias dos bombeiros militares ou na manuten‡?o da ordem p£blica, bem assim a que tenha como causa eficiente um
706;Artigos 88, inciso II, 95, inciso II, 97, inciso III, e 138 da Lei n§ 7.479/86, combinado com os artigos 20, ?? 1§, inciso I, e 4§, e 24, inciso II, da Lei n§ 10.486/02.;?bito ocorrido entre a inspe‡?o de sa£de e a efetiva‡?o da reforma. Incapacidade definitiva decorrente de acidente em servi‡o. Proventos integrais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia par
707;Artigos 88, inciso II, 95, inciso II, 97, inciso IV, e 138 da Lei n§ 7.479/86, combinados com os artigos 20, ? 1§, inciso I, e 4§, e 24, inciso III, da Lei n§ 10.486/02.;?bito ocorrido entre a inspe‡?o de sa£de e a efetiva‡?o da reforma. Incapacidade definitiva decorrente de doen‡a, mol‚stia ou enfermidade adquirida em tempo de paz, com rela‡?o de causa e efeito a condi‡?es inerentes ao servi‡o. Proventos integrais, calcu
708;Artigos 88, inciso II, 95, inciso II, 97, inciso V, e 138 da Lei n§ 7.479/86, combinados com os artigos 20, ?? 1§, inciso I, e 4§, e 24, inciso IV e ? 1§, da Lei n§ 10.486/02.;?bito ocorrido entre a inspe‡?o de sa£de e a efetiva‡?o da reforma. Incapacidade definitiva decorrente de mol‚stia profissional, doen‡a grave, contagiosa ou incur vel (especificada em lei), desde que torne o militar total ou permanentemente inv lido para
709;Artigos 88, inciso II, 95, inciso II, 97, inciso V, e 138 da Lei n§ 7.479/86, combinados com os artigos 20, ?? 1§, inciso II, e 4§, e 24, ? 2§, da Lei n§ 10.486/02.;?bito ocorrido entre a inspe‡?o de sa£de e a efetiva‡?o da reforma. Incapacidade definitiva decorrente de mol‚stia profissional, doen‡a grave, contagiosa ou incur vel (especificada em lei), desde que n?o torne o militar total ou permanentemente inv lido p
710;Artigos 88, inciso II, 95, inciso II, 97, inciso VI, e 138 da Lei n§ 7.479/86, combinados com os artigos 20, ?? 1§, inciso II, e 4§, e 25 da Lei n§ 10.486/02.;?bito ocorrido entre a inspe‡?o de sa£de e a efetiva‡?o da reforma. Incapacidade definitiva decorrente de acidente ou doen‡a, mol‚stia ou enfermidade, sem rela‡?o de causa e efeito com o servi‡o. Proventos proporcionais.
711;Artigos 87, inciso II, 94, inciso II, 96, inciso VI, 99, inciso II, e 138 da Lei n§ 7.289/84, c/c o artigo 20, ? 1§, inciso II, e ? 4§, e 25 da Lei n§ 10.486/02.;?bito ocorrido entre a inspe‡?o de sa£de e a efetiva‡?o da reforma. Incapacidade definitiva de pra‡a sem estabilidade assegurada (menos de 10 anos de efetivo exerc¡cio), decorrente de acidente ou doen‡a, mol‚stia ou enfermidade, sem rela‡?o de causa e efe
712;"""Artigos 59, """"caput"""", 87, inciso II, 94, inciso II, 96, inciso VI, e 138 da Lei n§ 7.289/84, combinados com os artigos 20, ?? 1§, inciso I, e 4§, e 25 da Lei n§ 10.486/02.""";?bito ocorrido entre a inspe‡?o de sa£de e a efetiva‡?o da reforma. Incapacidade definitiva decorrente de acidente ou doen‡a, mol‚stia ou enfermidade, sem rela‡?o de causa e efeito com o servi‡o. Militar com 30 anos ou mais de servi‡o. Proventos integrais
